date	clade_membership					
2021-10-11	21J (Delta)					
2021-10-20	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-17	21J (Delta)					
2021-08-23	21J (Delta)					
2021-09-29	21J (Delta)					
2021-10-14	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-08	21J (Delta)					
2021-11-09	21J (Delta)					
2021-11-12	21J (Delta)					
2021-10-26	21J (Delta)					
2021-10-24	21J (Delta)					
2021-11-12	21J (Delta)					
2021-09-05	21J (Delta)					
2021-11-02	21J (Delta)					
2021-11-17	21J (Delta)					
2021-11-20	21J (Delta)					
2021-11-13	21J (Delta)					
2021-09-18	21J (Delta)					
2021-10-04	21J (Delta)					
2021-09-08	21J (Delta)					
2021-12-01	21J (Delta)					
2021-10-22	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-02	21J (Delta)					
2021-10-13	21J (Delta)					
2021-11-03	21J (Delta)					
2021-08-29	21J (Delta)					
2021-09-10	21J (Delta)					
2021-11-20	21J (Delta)					
2021-10-04	21J (Delta)					
2021-10-09	21J (Delta)					
2021-10-10	21J (Delta)					
2021-12-20	21J (Delta)					
2021-09-06	21J (Delta)					
2021-10-01	21J (Delta)					
2021-09-30	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-10	21J (Delta)					
2021-11-01	21J (Delta)					
2021-11-22	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-22	21J (Delta)					
2021-11-02	21J (Delta)					
2021-11-02	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-10	21J (Delta)					
2021-11-11	21J (Delta)					
2021-11-26	21J (Delta)					
2021-12-09	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-11	21J (Delta)					
2021-10-22	21J (Delta)					
2021-09-24	21J (Delta)					
2021-10-04	21J (Delta)					
2021-11-03	21J (Delta)					
2021-10-28	21J (Delta)					
2021-12-09	21J (Delta)					
2021-12-14	21J (Delta)					
2021-11-27	21J (Delta)					
2021-10-28	21J (Delta)					
2021-09-13	21J (Delta)					
2021-10-20	21J (Delta)					
2021-12-12	21J (Delta)					
2021-12-12	21J (Delta)					
2021-09-30	21J (Delta)					
2021-10-15	21J (Delta)					
2021-09-08	21J (Delta)					
2021-10-06	21J (Delta)					
2021-10-26	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-02	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-08	21J (Delta)					
2021-11-01	21J (Delta)					
2021-09-30	21J (Delta)					
2021-12-15	21J (Delta)					
2021-11-08	21J (Delta)					
2021-09-09	21J (Delta)					
2021-11-08	21J (Delta)					
2021-12-02	21J (Delta)					
2021-11-28	21J (Delta)					
2021-12-11	21J (Delta)					
2021-09-14	21J (Delta)					
2021-10-18	21J (Delta)					
2021-09-13	21J (Delta)					
2021-10-26	21J (Delta)					
2021-10-07	21J (Delta)					
2021-12-15	21J (Delta)					
2021-11-19	21J (Delta)					
2021-09-12	21J (Delta)					
2021-10-13	21J (Delta)					
2021-11-03	21J (Delta)					
2021-09-29	21J (Delta)					
2021-11-12	21J (Delta)					
2021-07-07	21J (Delta)					
2021-10-16	21J (Delta)					
2021-09-29	21J (Delta)					
2021-10-29	21J (Delta)					
2021-10-02	21J (Delta)					
2021-12-07	21J (Delta)					
2021-11-23	21J (Delta)					
2021-12-07	21J (Delta)					
2021-09-17	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-03	21J (Delta)					
2021-09-13	21J (Delta)					
2021-11-28	21J (Delta)					
2021-11-28	21J (Delta)					
2021-09-12	21J (Delta)					
2021-11-15	21J (Delta)					
2021-11-03	21J (Delta)					
2021-12-17	21J (Delta)					
2021-09-03	21J (Delta)					
2021-10-11	21J (Delta)					
2021-09-02	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-27	21J (Delta)					
2021-10-02	21J (Delta)					
2021-12-19	21J (Delta)					
2021-10-17	21J (Delta)					
2021-11-04	21J (Delta)					
2021-10-02	21J (Delta)					
2021-09-01	21J (Delta)					
2021-11-18	21J (Delta)					
2021-12-05	21J (Delta)					
2021-09-27	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-17	21J (Delta)					
2021-12-09	21J (Delta)					
2021-11-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-07	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-15	21J (Delta)					
2021-12-15	21J (Delta)					
2021-12-15	21J (Delta)					
2021-12-15	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-24	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-26	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-08	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-23	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-07	21J (Delta)					
2021-12-02	21J (Delta)					
2021-07-20	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-07	21J (Delta)					
2021-11-27	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-25	21J (Delta)					
2021-11-25	21J (Delta)					
2021-11-20	21J (Delta)					
2021-11-14	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-20	21J (Delta)					
2021-11-23	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-30	21J (Delta)					
2021-10-21	21J (Delta)					
2021-10-22	21J (Delta)					
2021-10-26	21J (Delta)					
2021-10-26	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-26	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-23	21J (Delta)					
2021-11-23	21J (Delta)					
2021-10-09	21J (Delta)					
2021-10-16	21J (Delta)					
2021-10-23	21J (Delta)					
2021-12-01	21J (Delta)					
2021-06-22	21J (Delta)					
2021-10-22	21J (Delta)					
2021-10-19	21J (Delta)					
2021-10-19	21J (Delta)					
2021-09-27	21J (Delta)					
2021-10-03	21J (Delta)					
2021-10-04	21J (Delta)					
2021-11-13	21J (Delta)					
2021-11-08	21J (Delta)					
2021-11-12	21J (Delta)					
2021-10-13	21J (Delta)					
2021-10-13	21J (Delta)					
2021-10-10	21J (Delta)					
2021-10-15	21J (Delta)					
2021-10-16	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-03	21J (Delta)					
2021-08-16	21J (Delta)					
2021-09-25	21J (Delta)					
2021-10-25	21J (Delta)					
2021-11-06	21J (Delta)					
2021-12-01	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-30	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-10-05	21J (Delta)					
2021-10-05	21J (Delta)					
2021-10-24	21J (Delta)					
2021-10-09	21J (Delta)					
2021-10-16	21J (Delta)					
2021-10-26	21J (Delta)					
2021-10-16	21J (Delta)					
2021-10-16	21J (Delta)					
2021-09-16	21J (Delta)					
2021-07-14	21J (Delta)					
2021-09-13	21J (Delta)					
2021-08-30	21J (Delta)					
2021-12-21	21J (Delta)					
2021-08-07	21J (Delta)					
2021-09-27	21J (Delta)					
2021-12-06	21J (Delta)					
2021-10-12	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-20	21J (Delta)					
2021-10-14	21J (Delta)					
2021-09-02	21J (Delta)					
2021-10-18	21J (Delta)					
2021-11-26	21J (Delta)					
2021-11-10	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-10	21J (Delta)					
2021-10-15	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-25	21J (Delta)					
2021-11-09	21J (Delta)					
2021-11-10	21J (Delta)					
2021-11-01	21J (Delta)					
2021-11-11	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-25	21J (Delta)					
2021-10-15	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-10	21J (Delta)					
2021-10-20	21J (Delta)					
2021-11-02	21J (Delta)					
2021-11-26	21J (Delta)					
2021-10-05	21J (Delta)					
2021-11-01	21J (Delta)					
2021-12-02	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-27	21J (Delta)					
2021-09-09	21J (Delta)					
2021-11-02	21J (Delta)					
2021-09-23	21J (Delta)					
2021-11-09	21J (Delta)					
2021-10-24	21J (Delta)					
2021-12-20	21J (Delta)					
2021-10-08	21J (Delta)					
2021-12-19	21J (Delta)					
2021-12-14	21J (Delta)					
2021-12-16	21J (Delta)					
2021-11-10	21J (Delta)					
2021-11-22	21J (Delta)					
2021-11-03	21J (Delta)					
2021-09-24	21J (Delta)					
2021-11-05	21J (Delta)					
2021-12-07	21J (Delta)					
2021-10-29	21J (Delta)					
2021-09-30	21J (Delta)					
2021-10-16	21J (Delta)					
2021-10-21	21J (Delta)					
2021-10-28	21J (Delta)					
2021-08-10	21J (Delta)					
2021-06-30	21J (Delta)					
2021-09-03	21J (Delta)					
2021-09-30	21J (Delta)					
2021-10-05	21J (Delta)					
2021-11-26	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-22	21J (Delta)					
2021-10-26	21J (Delta)					
2021-09-27	21J (Delta)					
2021-10-01	21J (Delta)					
2021-12-03	21J (Delta)					
2021-10-22	21J (Delta)					
2021-09-24	21J (Delta)					
2021-09-09	21J (Delta)					
2021-08-20	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-27	21J (Delta)					
2021-10-02	21J (Delta)					
2021-11-06	21J (Delta)					
2021-11-23	21J (Delta)					
2021-09-28	21J (Delta)					
2021-12-01	21J (Delta)					
2021-11-17	21J (Delta)					
2021-11-11	21J (Delta)					
2021-11-24	21J (Delta)					
2021-12-11	21J (Delta)					
2021-09-08	21J (Delta)					
2021-11-16	21J (Delta)					
2021-09-28	21J (Delta)					
2021-09-29	21J (Delta)					
2021-09-30	21J (Delta)					
2021-10-07	21J (Delta)					
2021-10-27	21J (Delta)					
2021-12-10	21J (Delta)					
2021-11-25	21J (Delta)					
2021-10-22	21J (Delta)					
2021-09-25	21J (Delta)					
2021-11-19	21J (Delta)					
2021-10-07	21J (Delta)					
2021-11-04	21J (Delta)					
2021-11-01	21J (Delta)					
2021-09-07	21J (Delta)					
2021-11-17	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-25	21J (Delta)					
2021-11-26	21J (Delta)					
2021-10-11	21J (Delta)					
2021-12-10	21J (Delta)					
2021-11-24	21J (Delta)					
2021-09-02	21J (Delta)					
2021-09-20	21J (Delta)					
2021-11-13	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-08	21J (Delta)					
2021-10-04	21J (Delta)					
2021-10-17	21J (Delta)					
2021-09-03	21J (Delta)					
2021-11-09	21J (Delta)					
2021-11-19	21J (Delta)					
2021-08-01	21J (Delta)					
2021-11-07	21J (Delta)					
2021-11-14	21J (Delta)					
2021-10-27	21J (Delta)					
2021-10-21	21J (Delta)					
2021-11-24	21J (Delta)					
2021-11-29	21J (Delta)					
2021-11-15	21J (Delta)					
2021-11-03	21J (Delta)					
2021-11-10	21J (Delta)					
2021-10-01	21J (Delta)					
2021-11-02	21J (Delta)					
2021-09-28	21J (Delta)					
2021-10-06	21J (Delta)					
2021-12-08	21J (Delta)					
2021-11-03	21J (Delta)					
2021-11-30	21J (Delta)					
2021-11-09	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-13	21J (Delta)					
2021-11-05	21J (Delta)					
2021-11-06	21J (Delta)					
2021-12-17	21J (Delta)					
2021-10-01	21J (Delta)					
2021-12-21	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-17	21J (Delta)					
2021-10-18	21J (Delta)					
2021-12-01	21J (Delta)					
2021-09-15	21J (Delta)					
2021-11-01	21J (Delta)					
2021-11-20	21J (Delta)					
2021-09-24	21J (Delta)					
2021-11-04	21J (Delta)					
2021-11-12	21J (Delta)					
2021-09-25	21J (Delta)					
2021-11-13	21J (Delta)					
2021-10-15	21J (Delta)					
2021-09-07	21J (Delta)					
2021-10-07	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-14	21J (Delta)					
2021-10-19	21J (Delta)					
2021-10-25	21J (Delta)					
2021-11-30	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-19	21J (Delta)					
2021-10-14	21J (Delta)					
2021-09-20	21J (Delta)					
2021-10-07	21J (Delta)					
2021-09-20	21J (Delta)					
2021-11-11	21J (Delta)					
2021-12-02	21J (Delta)					
2021-10-22	21J (Delta)					
2021-09-24	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-25	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-07	21J (Delta)					
2021-11-24	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-27	21J (Delta)					
2021-12-10	21J (Delta)					
2021-10-16	21J (Delta)					
2021-10-14	21J (Delta)					
2021-10-01	21J (Delta)					
2021-09-09	21J (Delta)					
2021-10-03	21J (Delta)					
2021-09-28	21J (Delta)					
2021-11-19	21J (Delta)					
2021-10-07	21J (Delta)					
2021-11-30	21J (Delta)					
2021-11-19	21J (Delta)					
2021-12-08	21J (Delta)					
2021-10-15	21J (Delta)					
2021-11-30	21J (Delta)					
2021-07-28	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-22	21J (Delta)					
2021-08-19	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-08	21J (Delta)					
2021-08-20	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-16	21J (Delta)					
2021-08-27	21J (Delta)					
2021-08-27	21J (Delta)					
2021-08-31	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-03	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-05	21J (Delta)					
2021-09-01	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-06	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-16	21J (Delta)					
2021-09-08	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-18	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-24	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-07	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-23	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-22	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-11	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-09	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-12	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-14	21J (Delta)					
2021-09-13	21J (Delta)					
2021-09-24	21J (Delta)					
2021-09-10	21J (Delta)					
2021-09-15	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-20	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-17	21J (Delta)					
2021-09-21	21J (Delta)					
2021-09-19	21J (Delta)					
2021-09-17	21J (Delta)					
